query_name run cpus nb_results execution_time(ms)
query_391 run_3 1-cpus 4188681 183094
query_148 run_1 1-cpus 3447321 276755
query_148 run_2 1-cpus 3447321 274946
query_148 run_3 1-cpus 3447321 258091
query_679 run_1 1-cpus 260 144183
query_679 run_2 1-cpus 260 123746
query_679 run_3 1-cpus 260 125684
query_513 run_1 1-cpus 4085084 175923
query_513 run_2 1-cpus 4085084 166010
query_513 run_3 1-cpus 4085084 164875
query_347 run_1 1-cpus 2 168603
query_347 run_2 1-cpus 2 160264
query_347 run_3 1-cpus 2 155440
query_360 run_1 1-cpus 11 175386
query_360 run_2 1-cpus 11 158354
query_360 run_3 1-cpus 11 151254
query_434 run_1 1-cpus 1383894 190394
query_434 run_2 1-cpus 1383894 169373
query_434 run_3 1-cpus 1383894 173092
query_395 run_1 1-cpus 1706455 166128
query_395 run_2 1-cpus 1706455 196387
query_395 run_3 1-cpus 1706455 149900
query_512 run_1 1-cpus 4792184 322735
query_512 run_2 1-cpus 4792184 285738
query_512 run_3 1-cpus 4792184 297325
query_14 run_1 1-cpus 2525063 147927
query_14 run_2 1-cpus 2525063 101134
query_14 run_3 1-cpus 2525063 105210
query_439 run_1 1-cpus 2832910 106054
query_439 run_2 1-cpus 2832910 77269
query_439 run_3 1-cpus 2832910 90028
query_456 run_1 1-cpus 1091216 81074
query_456 run_2 1-cpus 1091216 67858
query_456 run_3 1-cpus 1091216 71913
query_385 run_1 1-cpus 967564 134047
query_385 run_2 1-cpus 967564 123230
query_385 run_3 1-cpus 967564 119477
query_396 run_1 1-cpus 1097780 264410
query_396 run_2 1-cpus 1097780 204824
query_396 run_3 1-cpus 1097780 205496
query_354 run_1 1-cpus 13088 210797
query_354 run_2 1-cpus 13088 194504
query_354 run_3 1-cpus 13088 186299
query_357 run_1 1-cpus 1328 247817
query_357 run_2 1-cpus 1328 231614
query_357 run_3 1-cpus 1328 239898
query_288 run_1 1-cpus 5886775 141373
query_288 run_2 1-cpus 5886775 132169
query_288 run_3 1-cpus 5886775 132405
query_289 run_1 1-cpus 1119077 72465
query_289 run_2 1-cpus 1119077 64191
query_289 run_3 1-cpus 1119077 65789
query_435 run_1 1-cpus 2828923 195750
query_435 run_2 1-cpus 2828923 175258
query_435 run_3 1-cpus 2828923 177575
query_646 run_1 1-cpus 9 286173
query_646 run_2 1-cpus 9 280451
query_646 run_3 1-cpus 9 289603
query_17 run_1 1-cpus 66 182977
query_17 run_2 1-cpus 66 168457
query_17 run_3 1-cpus 66 182284
query_468 run_1 1-cpus 2556499 273009
query_468 run_2 1-cpus 2556499 232783
query_468 run_3 1-cpus 2556499 241732
query_596 run_1 1-cpus 2467612 234413
query_596 run_2 1-cpus 2467612 189668
query_596 run_3 1-cpus 2467612 188678
query_631 run_1 1-cpus 2550798 149723
query_631 run_2 1-cpus 2550798 133776
query_631 run_3 1-cpus 2550798 126445
query_358 run_1 1-cpus 110 261617
query_358 run_2 1-cpus 110 220264
query_358 run_3 1-cpus 110 216841
query_146 run_1 1-cpus 5523264 172136
query_146 run_2 1-cpus 5523264 182757
query_146 run_3 1-cpus 5523264 191590
query_469 run_1 1-cpus 7369923 244891
query_469 run_2 1-cpus 7369923 222550
query_469 run_3 1-cpus 7369923 214724
query_514 run_1 1-cpus 1904751 215835
query_514 run_2 1-cpus 1904751 200476
query_514 run_3 1-cpus 1904751 200344
query_447 run_1 1-cpus 1363112 125025
query_447 run_2 1-cpus 1363112 96167
query_447 run_3 1-cpus 1363112 98069
query_379 run_1 1-cpus 349900 61889
query_379 run_2 1-cpus 349900 44164
query_379 run_3 1-cpus 349900 44895
query_425 run_1 1-cpus 1041232 197213
query_425 run_2 1-cpus 1041232 176504
query_425 run_3 1-cpus 1041232 181469
query_355 run_1 1-cpus 546091 222828
query_355 run_2 1-cpus 546091 200187
query_355 run_3 1-cpus 546091 196641
