query_name,run,timeout,nb_pause_resume,execution_time,nb_results
query_347,run_1,60000000,0,82113,1
query_347,run_2,60000000,0,83130,1
query_347,run_3,60000000,0,82428,1
query_360,run_1,60000,1,77033,10
query_360,run_2,60000,1,75629,10
query_360,run_3,60000,1,77049,10
query_360,run_1,60000000,0,79849,10
query_360,run_2,60000000,0,78036,10
query_360,run_3,60000000,0,80833,10
query_434,run_1,60000,1,89497,1383893
query_434,run_2,60000,1,79136,1383893
query_434,run_3,60000,1,86566,1383893
query_434,run_1,60000000,0,85352,1383893
query_434,run_2,60000000,0,83070,1383893
query_434,run_3,60000000,0,86989,1383893
query_395,run_1,60000,1,97352,1706454
query_395,run_2,60000,1,100907,1706454
query_395,run_3,60000,1,97280,1706454
query_395,run_1,60000000,0,89071,1706454
query_395,run_2,60000000,0,91850,1706454
query_395,run_3,60000000,0,83821,1706454
query_512,run_1,60000,2,129012,4792183
query_512,run_2,60000,2,133719,4792183
query_512,run_3,60000,2,128366,4792183
query_512,run_1,60000000,0,135264,4792183
query_512,run_2,60000000,0,127765,4792183
query_512,run_3,60000000,0,130807,4792183
query_14,run_1,60000,0,51542,2525062
query_14,run_2,60000,0,44694,2525062
query_14,run_3,60000,0,48520,2525062
query_14,run_1,60000000,0,47065,2525062
query_14,run_2,60000000,0,47272,2525062
query_14,run_3,60000000,0,49181,2525062
query_439,run_1,60000,0,55738,2832909
query_439,run_2,60000,0,54400,2832909
query_439,run_3,60000,0,53854,2832909
query_439,run_1,60000000,0,54589,2832909
query_439,run_2,60000000,0,59152,2832909
query_439,run_3,60000000,0,57915,2832909
query_456,run_1,60000,0,31539,1091215
query_456,run_2,60000,0,29574,1091215
query_456,run_3,60000,0,28769,1091215
query_456,run_1,60000000,0,28000,1091215
query_456,run_2,60000000,0,30189,1091215
query_456,run_3,60000000,0,30959,1091215
query_385,run_1,60000,1,69243,967563
query_385,run_2,60000,1,67529,967563
query_385,run_3,60000,1,70222,967563
query_385,run_1,60000000,0,62687,967563
query_385,run_2,60000000,0,71559,967563
query_385,run_3,60000000,0,69018,967563
query_396,run_1,60000,1,100332,1097779
query_396,run_2,60000,1,92763,1097779
query_396,run_3,60000,1,90606,1097779
query_396,run_1,60000000,0,90520,1097779
query_396,run_2,60000000,0,93701,1097779
query_396,run_3,60000000,0,92421,1097779
query_354,run_1,60000,1,93382,13087
query_354,run_2,60000,1,91273,13087
query_354,run_3,60000,1,90919,13087
query_354,run_1,60000000,0,90088,13087
query_354,run_2,60000000,0,90933,13087
query_354,run_3,60000000,0,89953,13087
query_357,run_1,60000,1,113600,1327
query_357,run_2,60000,1,109728,1327
query_357,run_3,60000,1,106665,1327
query_357,run_1,60000000,0,105984,1327
query_357,run_2,60000000,0,108400,1327
query_357,run_3,60000000,0,111735,1327
query_288,run_1,60000,1,103164,5886774
query_288,run_2,60000,1,101839,5886774
query_288,run_3,60000,1,98829,5886774
query_288,run_1,60000000,0,102160,5886774
query_288,run_2,60000000,0,96447,5886774
query_288,run_3,60000000,0,96851,5886774
query_289,run_1,60000,0,29956,1119076
query_289,run_2,60000,0,31971,1119076
query_289,run_3,60000,0,27926,1119076
query_289,run_1,60000000,0,29920,1119076
query_289,run_2,60000000,0,29673,1119076
query_289,run_3,60000000,0,35333,1119076
query_435,run_1,60000,1,100831,2828922
query_435,run_2,60000,1,101078,2828922
query_435,run_3,60000,1,97562,2828922
query_435,run_1,60000000,0,103038,2828922
query_435,run_2,60000000,0,98595,2828922
query_435,run_3,60000000,0,109895,2828922
query_646,run_1,60000,15,904085,8
query_646,run_2,60000,14,890404,8
query_646,run_3,60000,13,834542,8
query_646,run_1,60000000,0,888732,8
query_646,run_2,60000000,0,874838,8
query_646,run_3,60000000,0,855429,8
query_17,run_1,60000,1,76306,65
query_17,run_2,60000,1,74843,65
query_17,run_3,60000,1,82933,65
query_17,run_1,60000000,0,74171,65
query_17,run_2,60000000,0,72072,65
query_17,run_3,60000000,0,72544,65
query_468,run_1,60000,1,112761,2556498
query_468,run_2,60000,1,115481,2556498
query_468,run_3,60000,1,111405,2556498
query_468,run_1,60000000,0,109916,2556498
query_468,run_2,60000000,0,112727,2556498
query_468,run_3,60000000,0,116709,2556498
query_596,run_1,60000,1,97959,2467611
query_596,run_2,60000,1,92880,2467611
query_596,run_3,60000,1,95510,2467611
query_596,run_1,60000000,0,97056,2467611
query_596,run_2,60000000,0,100342,2467611
query_596,run_3,60000000,0,93545,2467611
query_631,run_1,60000,1,75466,2550797
query_631,run_2,60000,1,78440,2550797
query_631,run_3,60000,1,75066,2550797
query_631,run_1,60000000,0,70692,2550797
query_631,run_2,60000000,0,64856,2550797
query_631,run_3,60000000,0,71059,2550797
query_358,run_1,60000,2,124754,109
query_358,run_2,60000,2,124593,109
query_358,run_3,60000,2,127558,109
query_358,run_1,60000000,0,121597,109
query_358,run_2,60000000,0,119795,109
query_358,run_3,60000000,0,127238,109
query_146,run_1,60000,1,102771,5523263
query_146,run_2,60000,1,106478,5523263
query_146,run_3,60000,1,91048,5523263
query_146,run_1,60000000,0,92834,5523263
query_146,run_2,60000000,0,110010,5523263
query_146,run_3,60000000,0,104608,5523263
query_469,run_1,60000,2,121828,7369922
query_469,run_2,60000,1,118143,7369922
query_469,run_3,60000,1,119075,7369922
query_469,run_1,60000000,0,118672,7369922
query_469,run_2,60000000,0,122267,7369922
query_469,run_3,60000000,0,116741,7369922
query_514,run_1,60000,1,97002,1904750
query_514,run_2,60000,1,105572,1904750
query_514,run_3,60000,1,100704,1904750
query_514,run_1,60000000,0,96006,1904750
query_514,run_2,60000000,0,98751,1904750
query_514,run_3,60000000,0,97105,1904750
query_447,run_1,60000,0,42626,1363111
query_447,run_2,60000,0,40214,1363111
query_447,run_3,60000,0,45424,1363111
query_447,run_1,60000000,0,44123,1363111
query_447,run_2,60000000,0,41399,1363111
query_447,run_3,60000000,0,41133,1363111
query_379,run_1,60000,0,18644,349899
query_379,run_2,60000,0,23929,349899
query_379,run_3,60000,0,18523,349899
query_379,run_1,60000000,0,17522,349899
query_379,run_2,60000000,0,16776,349899
query_379,run_3,60000000,0,16775,349899
query_425,run_1,60000,1,62039,1041231
query_425,run_2,60000,0,57450,1041231
query_425,run_3,60000,0,59176,1041231
query_425,run_1,60000000,0,59274,1041231
query_425,run_2,60000000,0,61235,1041231
query_425,run_3,60000000,0,62608,1041231
query_355,run_1,60000,1,98120,546090
query_355,run_2,60000,1,94523,546090
query_355,run_3,60000,1,96162,546090
query_355,run_1,60000000,0,96655,546090
query_355,run_2,60000000,0,96667,546090
query_355,run_3,60000000,0,93543,546090
