query_name,run,timeout,nb_pause_resume,execution_time,nb_results
query_45,run_2,60000,1,65451,1558459
query_45,run_3,60000,1,65746,1558459
query_45,run_1,60000000,0,63597,1558459
query_45,run_2,60000000,0,61099,1558459
query_45,run_3,60000000,0,61056,1558459
query_52,run_1,60000,2,125572,8907767
query_52,run_2,60000,2,126582,8907767
query_52,run_3,60000,2,128596,8907767
query_52,run_1,60000000,0,124616,8907767
query_52,run_2,60000000,0,123845,8907767
query_52,run_3,60000000,0,125119,8907767
query_330,run_1,60000,1,62038,4823031
query_330,run_2,60000,1,62694,4823031
query_330,run_3,60000,1,61993,4823031
query_330,run_1,60000000,0,62046,4823031
query_330,run_2,60000000,0,61312,4823031
query_330,run_3,60000000,0,60494,4823031
query_360,run_1,60000,2,165111,2478226
query_360,run_2,60000,2,162482,2478226
query_360,run_3,60000,2,162749,2478226
query_360,run_1,60000000,0,160995,2478226
query_360,run_2,60000000,0,160023,2478226
query_360,run_3,60000000,0,160853,2478226
query_59,run_1,60000,1,81869,17475937
query_59,run_2,60000,1,81927,17475937
query_59,run_3,60000,1,84671,17475937
query_59,run_1,60000000,0,82138,17475937
query_59,run_2,60000000,0,92988,17475937
query_59,run_3,60000000,0,93656,17475937
query_418,run_1,60000,2,125223,9181492
query_418,run_2,60000,2,123863,9181492
query_418,run_3,60000,2,127015,9181492
query_418,run_1,60000000,0,123222,9181492
query_418,run_2,60000000,0,124488,9181492
query_418,run_3,60000000,0,123826,9181492
query_281,run_1,60000,0,37585,1883300
query_281,run_2,60000,0,37994,1883300
query_281,run_3,60000,0,45324,1883300
query_281,run_1,60000000,0,37577,1883300
query_281,run_2,60000000,0,37274,1883300
query_281,run_3,60000000,0,37197,1883300
query_431,run_1,60000,2,125934,9181487
query_431,run_2,60000,2,124007,9181487
query_431,run_3,60000,2,127624,9181487
query_431,run_1,60000000,0,123808,9181487
query_431,run_2,60000000,0,124626,9181487
query_431,run_3,60000000,0,125343,9181487
query_44,run_1,60000,0,26151,1085344
query_44,run_2,60000,0,25853,1085344
query_44,run_3,60000,0,26893,1085344
query_44,run_1,60000000,0,27089,1085344
query_44,run_2,60000000,0,26770,1085344
query_44,run_3,60000000,0,26070,1085344
query_273,run_1,60000,0,53136,2642702
query_273,run_2,60000,0,53307,2642702
query_273,run_3,60000,0,53210,2642702
query_273,run_1,60000000,0,53618,2642702
query_273,run_2,60000000,0,54167,2642702
query_273,run_3,60000000,0,54845,2642702
query_370,run_1,60000,2,125323,9221118
query_370,run_2,60000,2,127428,9221118
query_370,run_3,60000,2,128810,9221118
query_370,run_1,60000000,0,127342,9221118
query_370,run_2,60000000,0,127051,9221118
query_370,run_3,60000000,0,125391,9221118
query_230,run_1,60000,1,117960,7126193
query_230,run_2,60000,1,116339,7126193
query_230,run_3,60000,1,119159,7126193
query_230,run_1,60000000,0,115171,7126193
query_230,run_2,60000000,0,116150,7126193
query_230,run_3,60000000,0,114389,7126193
query_180,run_1,60000,1,94599,13090
query_180,run_2,60000,1,95267,13090
query_180,run_3,60000,1,94563,13090
query_180,run_1,60000000,0,94218,13090
query_180,run_2,60000000,0,94282,13090
query_180,run_3,60000000,0,93797,13090
query_267,run_1,60000,0,25394,1382845
query_267,run_2,60000,0,25169,1382845
query_267,run_3,60000,0,25322,1382845
query_267,run_1,60000000,0,24761,1382845
query_267,run_2,60000000,0,25215,1382845
query_267,run_3,60000000,0,25290,1382845
query_115,run_1,60000,0,38117,7445204
query_115,run_2,60000,0,41263,7445204
query_115,run_3,60000,0,40869,7445204
query_115,run_1,60000000,0,40833,7445204
query_115,run_2,60000000,0,37934,7445204
query_115,run_3,60000000,0,39414,7445204
query_383,run_1,60000,2,130192,9181724
query_383,run_2,60000,2,131943,9181724
query_383,run_3,60000,2,130478,9181724
query_383,run_1,60000000,0,130627,9181724
query_383,run_2,60000000,0,126766,9181724
query_383,run_3,60000000,0,129833,9181724
query_196,run_1,60000,1,113816,3873028
query_196,run_2,60000,1,114254,3873028
query_196,run_3,60000,1,112472,3873028
query_196,run_1,60000000,0,112433,3873028
query_196,run_2,60000000,0,112008,3873028
query_196,run_3,60000000,0,113149,3873028
query_390,run_1,60000,2,127094,9181553
query_390,run_2,60000,2,125659,9181553
query_390,run_3,60000,2,126604,9181553
query_390,run_1,60000000,0,123299,9181553
query_390,run_2,60000000,0,124816,9181553
query_390,run_3,60000000,0,126002,9181553
query_197,run_1,60000,2,135429,3872752
query_197,run_2,60000,2,137176,3872752
query_197,run_3,60000,2,141712,3872752
query_197,run_1,60000000,0,137028,3872752
query_197,run_2,60000000,0,137165,3872752
query_197,run_3,60000000,0,135978,3872752
query_441,run_1,60000,0,43306,1636619
query_441,run_2,60000,0,43308,1636619
query_441,run_3,60000,0,42386,1636619
query_441,run_1,60000000,0,42442,1636619
query_441,run_2,60000000,0,42594,1636619
query_441,run_3,60000000,0,42425,1636619
query_208,run_1,60000,2,129952,2862157
query_208,run_2,60000,2,130499,2862157
query_208,run_3,60000,2,131139,2862157
query_208,run_1,60000000,0,128352,2862157
query_208,run_2,60000000,0,128189,2862157
query_208,run_3,60000000,0,127675,2862157
query_453,run_1,60000,0,36142,551660
query_453,run_2,60000,0,37403,551660
query_453,run_3,60000,0,34846,551660
query_453,run_1,60000000,0,34620,551660
query_453,run_2,60000000,0,35214,551660
query_453,run_3,60000000,0,35115,551660
query_433,run_1,60000,1,102700,9181487
query_433,run_2,60000,1,101118,9181487
query_433,run_3,60000,1,102832,9181487
query_433,run_1,60000000,0,99150,9181487
query_433,run_2,60000000,0,100262,9181487
query_433,run_3,60000000,0,101855,9181487
query_283,run_1,60000,1,68811,4296587
query_283,run_2,60000,1,69352,4296587
query_283,run_3,60000,1,65893,4296587
query_283,run_1,60000000,0,65098,4296587
query_283,run_2,60000000,0,65235,4296587
query_283,run_3,60000000,0,65338,4296587
query_321,run_1,60000,1,91321,1668129
query_321,run_2,60000,1,91058,1668129
query_321,run_3,60000,1,92662,1668129
query_321,run_1,60000000,0,87199,1668129
query_321,run_2,60000000,0,85710,1668129
query_321,run_3,60000000,0,88866,1668129
query_42,run_1,60000,0,23529,709175
query_42,run_2,60000,0,23172,709175
query_42,run_3,60000,0,22942,709175
query_42,run_1,60000000,0,22745,709175
query_42,run_2,60000000,0,23513,709175
query_42,run_3,60000000,0,22715,709175
query_226,run_1,60000,1,75228,1783600
query_226,run_2,60000,1,84315,1783600
query_226,run_3,60000,1,83931,1783600
query_226,run_1,60000000,0,79890,1783600
query_226,run_2,60000000,0,81199,1783600
query_226,run_3,60000000,0,79420,1783600
